,ds_name,_id,confidence,orig_text,pred_text,font_color,all_mean_edge_colors,font_color_orig
131,white_background,123,76.278786,dummy,fild farmers treseazses ke shot 1] siait are generally polite folk. the only feason they would ue raise a inivitie to voll is pear an their other teer ay mmmssinng. (cz. because vote (forte the feripral hoveninent) tsec to,black,227.73069977484448,black
132,white_background,123,87.454597,dummy,sam ae thorne follow saw everyone posting these 2009.0 vs 2019.0 pics so here's mine 6:23 pn 42.0 tan 2019.0 636.0 retweets: 3244.0 likes tl 3.2,black,252.44199777882153,black
133,white_background,123,96.024857,dummy,man: *buys punching bag* wife: sabc vaal la fioke to you,white,195.0354424139865,black
134,white_background,123,49.392647,dummy,when you steal moms visa for v-bucks — t hope mom and dad don 't gnd rout,white,178.82220100599514,black
135,white_background,123,96.218742,dummy,when a cat closes its eyes around you it means it trusts you my cat,black,242.51290827295463,black
136,white_background,123,45.256203,dummy,"bruh, you like em shaved? nah, | like those... wel harry keser fooh",black,232.61341291507318,black
137,white_background,123,96.466805,dummy,damn... i'm kinda ugl,black,243.1592336296644,black
138,white_background,123,94.702354,dummy,"from “yes sir, i'll bring her home by 7pm” to és, your daughter calls me daddy too",black,250.4581381296996,black
139,white_background,123,96.170036,dummy,it’s literally that mem,black,254.07264610704183,black
140,white_background,123,95.285614,dummy,the cats have been fed bran dont listen peu th we searched through the icanhaschee zburger archive to bring you cat memes you liked most this year! #cats # funny cats # cat memes # funny memes # animal memes # best o,black,203.27311141765531,black
141,white_background,123,60.217484,dummy,plot info no action only like 5.0 characters appear big surprise title reveal is the same one fans have guessing for months know literally the same amount about the movie as i did before the traile,black,251.09213535252542,black
142,white_background,123,96.45295,dummy,10.0 year challenge sweet dee editio,black,254.80608974358975,black
143,white_background,123,81.484741,dummy,10.0 year challenge with filter a7 hilarious 10.0 year challenge memes what is #10yearchallenge 2.,white,191.23119094650548,black
144,white_background,123,95.707039,dummy,think m light've downloaded the wrong avengers movi,black,251.59105295636277,black
145,white_background,123,95.584862,dummy,10.0 years challenge is jit af ae 1955.0 wow such transformation,black,249.6508402320058,black
146,white_background,123,96.030602,dummy,me realising marvel has released the ‘avengers: endgame’ trailer: avengers sueor ut ey me after seeing the trailer,black,212.50478371830988,black
147,white_background,123,25.974899,dummy,10.0 year challenge emotional edition ee ,black,219.34852057161342,black
148,white_background,123,96.43454,dummy,fornite died in 10.0 months but minecraft never died in 10 am so feyceyere| of this communit,white,186.88014755677335,black
149,white_background,123,90.064011,dummy,can't do this at ur baby shower don't even ask me to be ur child's god father the heck??? lmao funny petty savage bruh nochill zone nochill babyshower godfather memes niggasbelike dudesbelike belike followme followforfollow follow4follo,black,253.07452949150496,black
