,ds_name,_id,confidence,orig_text,pred_text,font_color,all_mean_edge_colors
122,fb,96510,66.545242,"mexican word of the day: wheelchair. ""me and juan only had one taco but that's ok, wheelchair.""",mexicall wore of thé ay: wheeltiaet me andl juan only had one’ taco but that's ok. wheelchair,white,97.85232867424173
123,fb,95712,6.203735,i now declare you sir faggot sucker of cocks,"now, le elare vou silt ‘faggot sucker of eock",white,157.75114759994344
124,fb,86730,60.851013,"i know you shouldn't laugh at 9/11 jokes but their just, plane hilarious","know you shouldn't laugh at 9/11 jokes but their just, plane hilaniou",white,76.3258785534888
125,fb,28163,96.460907,god wasted a good asshole when he put teeth in your mouth,god mesial - nt saini in watt teas when ite) dut teeth in vour mout,white,180.03492947938187
126,fb,27835,35.715569,saddle up motherfuckers it's time to play cowboys,saddle ud motherfuckers it's tine lo play} goowboy,white,156.73194239037488
127,fb,01894,0.0,we haven't t seen any new jesus appearances on pancakes in a while i hope he's okay,"we havent tl ceen any new, jesus appearaigges on nancakes wn a while hone e's okay",white,162.01934293327835
128,fb,01245,37.691071,and that was the last nativity play my son was invited to take part in,and that was the last nativity play my soll. was invited to take park th,white,63.647470686878776
129,fb,37465,95.540413,how black people became christians,how naek neonle a a hecanie christian,white,156.49556892488945
130,fb,63281,79.266747,muslims muslims,muslims muslin,white,58.423564867967855
131,fb,75092,96.282959,lesbian trans woman? ain't that just a regualr guy?,lesbian trans woman? ain tt that just 9.0 regualr guy,white,95.730912211981
132,fb,71492,96.10511,sour candy will have you like ,sour caniy lh have) vou lik,white,188.1066779735213
133,fb,19345,27.052834,with faith and willpower you can overcome all obsticales,"with faith and willnowel you can, overcome all obstugales",white,117.4014303369553
134,fb,74096,53.836212,him:,him,white,68.9939024390244
135,fb,25180,78.537064,hold up when she says she likes hung black men so you take her back to your place and she starts tying a noose,when she says she likes hung hlack men so you take her hack 10.0 your place and she starts ting anoos,white,34.32196393131104
136,fb,20619,96.134201,when you beat the shit out of the tranny hooker after you nut and call it a f****t but it doesn't get back up,when you heat the shit out of the tranny hooker aiter you nut and call it a but doesnt get hac,white,85.09050586670745
137,fb,97842,96.351517,there's so much white trash in this picture i barely know where to start!,there s so much white trash il this picture ilarely know where to start,white,142.25571976477016
138,fb,53219,56.706791,happy birthday keep it classy...no wine from a box,happy birthday keep it classy no wine from 9.0 do,white,55.63095238593975
139,fb,46537,95.25634,"oakland mayor libby schaaf i saved 800 ms-13 rapists, murderers, molesters from ice",oakland mayor libby schaat i saved 800.0 ms-13 rapists. murderers. molesters from ic,white,70.78732841186698
140,fb,54720,96.794815,when you feel the music in your soul and have to belt it out for the world to hear,when you feel the music in your soul ae) antl have 10.0 delt out for the wor to hea,white,32.05273508527483
141,fb,57120,78.323181,god will forgive you no matter what you've done sweet,igo: will forgive; vo. mo; inatter what vou. tone swee,white,163.88900131251523
142,fb,80365,94.636467,when you see your girl with another man,when you see your girl with another ma,white,35.84742923006886
143,fb,74053,95.435699,me and styrofoam... yup...both white trash,ie and styrofoam... yup. both white tras,white,48.61331915422851
144,fb,18759,87.211807,4th of july when white people celebrate killing each other over land that wasnt theirs,ath ofiulwhen white’ ‘neople: celelrate eacli other over lant that wasiit their,white,116.65183652050939
145,fb,46301,95.506989,if black people aren't lazy then why doesn't kfc have a breakfast menu,black people aren't lazy then why doesn't kic have 9.0 hreakiast men,white,26.221016008668798
146,fb,57261,93.818886,this is rudolf hess. he edited mein kampf for adolf hitler. that makes him..... the first grammar nazi,this is rudolf hess. he edited mein kampti for adolf hitler. that makes him the first grammar nazi,white,50.725564334209466
147,fb,65024,74.847015,i don't always get called a homophobe but when i do the people saying it always look like retards,lott always tel called 6.0 nomounole ltt wire saving italways look like retard,white,193.84820430974676
148,fb,54629,96.311798,if you're constatntly referring to your skin color or other people's skin color... maybe you're the racist,if you re constatntly referring to your skin color or other people's shin color maybe you're the racis,white,28.35568979278135
149,fb,42601,64.955818,when the squad is about to get lit.,when the squat is about to get: lit,white,142.21467744820927
150,fb,42673,96.529015,women deserve equal rights,women deserve equal right,white,74.14343149142013
151,fb,31082,44.58197,that look you get when you finally complete your collection,then look too get winan vou ally conplete youk collection,black,218.20047820890454
152,fb,50149,90.044167,ever read something so stupid it gives you forest whitaker eye,ever reat something so stupid it gives vou forest wwiitaker ev,white,99.86842135825943
153,fb,89156,38.495705,asked my middle eastern coworker if he was going to blow something up this week,ashe tay rode eastern eomorker he was' going) 0.0 hon something mh fis mea,black,204.3344007143907
154,fb,93502,96.127335,"snuffy and big bird discuss the most efficient way to rape the drugged man. hush, child","snufiy hig itd (liscuss the most efficient way larane the dnigged.nan hush, chil",white,79.48170961325503
155,fb,25861,95.945869,how to get out of a gym contract,now to get out oi a gym contrac,white,144.40883951912014
156,fb,52819,67.921631,you are so queer it could be raining titties and you would still get hit in the face with a dick,v0.0} fal so) @uee? ht court ne} raining (ities anil you would sull gel hit in the face witha tic,white,179.05808957380333
157,fb,27901,96.462158,fresh out of bradford bomb jovi,fresh out of bradford homb. jov,white,19.494682927722664
158,fb,82510,95.134811,what's the difference between harry potter and the jews? harry managed to escape from the chambers,wit the iiienence) heiween hannay hotter anil the jews nahh ianaged escape from the chamber,white,186.79275407272618
159,fb,26179,96.71769,woman takes adorable pregnancy announcment photos in a pasture with her horses,woman takes adorable pregnancy announcment photos in 9.0 pasture with her horse,white,137.13436926297337
160,fb,71086,90.44912,im arrested and im in trouble,im arrested anil im in troubl,white,61.85928597529994
161,fb,56928,18.05249,so you want me to yell maga and punch jussie smollet,so vou want me lo; yell aga antl punch jussie siolle,white,116.36528040668023
162,fb,48516,10.77343,"average iq #france has fallen by 4 points per decade due to ""biological causes""",aventaagel i na mas fae my ial doms len decade uts it) hrologieal husa,black,226.29110792739974
163,fb,71480,96.465309,i may be blind but at least i'm not black,may he blind but at least im not blac,white,12.153006271484513
164,fb,13652,80.657303,"dad, does wanking give you big muscles i don't know son, but don't stop now, i'm about to cum",dad does wanking give vou big muscles omit know solr hut clon t sto ows aliout tol cl,white,170.49955622661696
165,fb,47596,95.969803,porki comment army in action against india,porki comment army in action against indi,white,109.36792005641608
166,fb,01475,79.814133,last time muslims invaded europe vlad stuck poles up their asses and made a fucking forest be like vlad,last ame time muslims curae vlad stuck holes their asses. and made a fucking forest he like via,white,40.01103524668547
167,fb,52097,0.0,"if you're vaping inside a mcdonalds, inside a walmart ... that's the turducken of white trash",mart bd s,white,94.81960892975664
168,fb,72951,96.533615,october 31: this year i'm gonna get through no nut november november 1: so that was a fucking lie,octoher 31: this year im gonna get through no nut novetiiber. november 1.0 ra so that was 4.0 fucking lie,white,37.55343130311451
169,fb,74158,95.79995,mississippi wind chime,mississiddi wintl chim,white,24.63749939617712
170,fb,85107,52.613823,best thing about wearing a hijab? you can hide your bad hair day,est thing ahout wearing mansy you can hitle your hail halle (hav,white,117.79473329446468
171,fb,70315,88.554649,i am a test dummy,"tae lam a test dummy, w iv",white,83.48153126975714
172,fb,18267,64.696388,knowing white people he's probably the father,knowing white people he s prohality the fathe,white,186.75166321519507
173,fb,41706,70.435638,when mum tells you to rinse the vegetables,men muni felis vou iq mise tthe vegetables ,black,227.9587061341726
174,fb,74198,91.294395,big bird scolds the negores for even daring to think that they were allowed to ride on a bus,fill scolds whe negores for even darling to) think that they were allowet? pro! ride on a bus,white,133.88285590542992
175,fb,12936,73.236183,i'm sure glad i dodged that bullet fuck white women asians are cute and tight asf i should know i watch anime and hentai,ti sune igtatl f lodged nat hullet ugk white woe asiails are cute and tight asii should know watch anime and henta,white,184.70109000605882
176,fb,58901,95.262383,how they see how i see,how they see we] law congress 20°9 ow i se,white,177.18246121938296
177,fb,90768,2.020111,"only in america could these people consider themselves the ""master race""",only in america could these people consider themselves the “master race. a o,white,105.38748835181674
178,fb,72018,96.972862,if it has tires or tits you're gonna have problems with it,fii at nas tihes} or you're gonna have problems with i,white,143.25175581180113
179,fb,15746,0.0,our dad is potato farmer,a no our dad is potato farrie,white,109.2147499710638
180,fb,97105,96.222595,yes i'm trying to divide the country i'm dividing the illegals from the actual citizens,yes im trying tivide the country im tividing the illegals from the actual citizen,white,79.15527453662995
181,fb,27604,92.018959,girls are like jelly beans they're all good. except the black ones,ts ane hike jelly beans they're all goals except the hlack one,white,177.18429483839319
182,fb,87521,43.003426,did someone say starbucks!?!,id someone say ani pol starbucks!9,white,96.01430371595485
183,fb,10895,95.749245,what do you call a mexican without a car? carlos,wlrat (lo nol call q mexican without q care carlo,white,166.46058424564603
184,fb,67183,92.557037,"jesus take the wheel. carlos, you take the stereo. and i'll take lookout",jesus ihe: wheel carlos. you take the stereo. ant take lookou,white,46.29207564480067
185,fb,46078,52.175735,today taxi tomorrow freightliner,"today taxi fomnnn"" freightline",black,206.32563376722496
186,fb,30286,95.204445,had to get wisdom teeth removed i guess you shouldn't have been such a smart mouth,had get wisdom teeth removed guess you shouldn t have heen such 9.0 smart mout,white,120.58284015475914
187,fb,02763,95.955223,immigrants illegal aliens,immigrants: illegal alien,white,127.89065153798863
188,fb,59708,3.988495,when you eat that ass and find out you're allergic to peanuts,when you eat that ass ait finitl out youre allergig to) eames,white,172.02109774701307
189,fb,71364,85.337387,obama voters,onana voter,black,222.02441687344913
190,fb,43907,88.187943,this is the greatest news manufacturing in 20th century,this is the qreatest news manufacturing inl 20th centur,white,37.47624311513847
191,fb,18397,80.043083,this is why black people can't advance: ni**ers are holding us back,this is why hlack people cant advance: ni ers holding us hac,white,103.85652502620906
192,fb,15062,49.551319,"this is vitiligo, the same disease that michael jackson suffered from","this) is vitiligo, the sallie) mlisease that michael jackson suifered froi",white,151.65654556005254
193,fb,59261,0.414642,i wanna see the most fucked up meme. lets see what you got,wanna see the most oo fugked a — a oe oo oe oe meme. lets see what you got an ,white,86.14226532425292
194,fb,84219,0.0,"you get nothing, you loose! good day sir!!!!","you get nothing, you loose! good day sirtlt",white,136.47093588384095
195,fb,52078,90.950485,how to get a black guy to see his baby,how to gel g) black uy 10.0 see his hab,white,190.39534856320464
196,fb,72318,95.859329,"trayvon martin update ever since he turned white, he stopped being a criminal",trayvon martin update ever since he turned white he stopped heing 9.0 crimina,white,107.95333358359913
197,fb,27856,53.964233,"mexicans hugging and kissing walls and fences, to show their love for border controls",mexigans} hugging antl kissing walls avi fenees: to slow. the love) fon honden gonirol,white,131.1190186317987
198,fb,98103,85.232742,removes polish with chemicals nobody bats an eye removes polish with chemicals everybody loses his shit,removes polish with chemicals nono nats all eve) renroves polish wt chemicals everybody his shi,white,155.63894595860555
199,fb,47098,96.298592,alabama: bans abortion. all of alabama in 5 years,alabama: bans ahortion all of alabama mn 5.0 year,white,39.824966150870594
200,fb,59370,87.181427,when you can't afford a new dishwasher so you hit the rusty one and make it work,when vou can't atfontl @ dan dishwasher so vou ne the rusty ‘one and nake it wor,white,136.7178535950696
201,fb,91675,57.87635,stop saying we are terrorists muslims are not terrorists,stoi sayiliy wwe ‘are terrorists muslims are not terrorisi,white,86.32307369588304
202,fb,25718,68.29084,a serbian man,9.0 serbian na,white,52.46534324548645
203,fb,67823,0.0,as much as abdul tried he could not get the fucker into first gear,ag muenas anal: tried) hel coun not ‘yetthe {ugker lilo: (sen,black,220.28674148597972
204,fb,78619,39.900513,"when your boss asks why you need to leave early bro, i'm straight-up not having a good time",when your hoss asks why you neell 10.0 leave early lird. iim straiyht-uip not having a goal une,white,112.46979496788984
205,fb,83095,70.318756,what!? no i am not asian '' '',wiratt2) no lam not asian uu u,white,139.04864706081685
206,fb,51763,95.330467,go be gay somewhere else,@ yo he gay somewhere els,white,155.90257872562884
207,fb,93468,95.552467,both guilty of murder guilty ambassador pleaded for help and obama ignored his pleas,"both guilty of murder guilty amhassator leaded, for help ani ohama ignoretl ims, plea",white,96.99945068243895
